,Hospital Name,Hospital Address,City Name,Pin Code,State,Hospital Type,Contact Number
521,SUSHILA HOSPITAL - BHAGALPUR,"SUOUTH LAJPAT PARK, MASAKCHAK, BHAGALPUR, 812001", BHAGALPUR, 812001, BIHAR, PPN, [641]2420211
522,GHSPL BEGUSARAI HEALTHCARE LLP-BEGUSARAI,SHUSHIL NAGAR, BEGUSARAI, 851134, BIHAR, PPN, [06243]8697723965
523,NARAYAN MEDICAL COLLEGE & HOSPITAL - SASARAM,"AT+P.O-JAMUHAR,DIST-ROHTAS.", SASARAM, 821305, BIHAR, PPN, [06184]281899
524,RAJESHWAR HOSPITAL - PATNA,"NEAR BAHADURPUR FLY OVER, KANKARBAGH MAIN ROAD KANKARBAGH,PATNA", PATNA, 800020, BIHAR, PPN, [0612]0612-2355511
525,SAHYOG HOSPITAL - Patna,"40, Pataliputra Colony", PATNA, 800013, BIHAR, PPN, [0612]2262642
526,PRASHANT MEMORIAL CHARITABLE HOSPITAL - Muzaffarpur,"Juran Chapra, Road No-4", MUZAFFARPUR, 842001, BIHAR, Other, [0621]2227035/2216860
527,ARVIND HOSPITAL PVT. LTD. - PATNA,Ashok Raj Path, PATNA, 800004, BIHAR, Other, [0612]2302313/2300129
528,ASHOKA HOSPITAL-PATNA,"156/B, RAJENDRA NAGAR,", PATNA, 800016, BIHAR, Other, [0612]6567403
529,CHANAKYA HOSPITAL - PATNA,"N-7, PATRAKAR NAGAR, KANKARBAGH, PATNA.", PATNA, 800013, BIHAR, PPN, [0612]800020
530,APOLLO TRAUMA CENTRE - PATNA,"G/124, P.C.COLONY, MAIN ROAD,", PATNA, 800020, BIHAR, Other," [0612]2360526 , 7541815951"
531,FORD HOSPITAL & RESEARCH CENTRE P LTD-PATNA,"NEW BY PASS(NH-30),KHEMNICHAK,P.S-RAMKRISHNA NAGAR", PATNA, 800027, BIHAR, PPN," [0612]3215884 ,85 ,86"
532,HARSH HOSPITAL - PATNA,"CHANAKYA VIHAR COLONY,BRAHMPUR,JAGANPURA,", PATNA, 800027, BIHAR, Other, [0612]2384002
533,MISHRA MULTI SPECIALITIES HOSPITAL PVT. LTD. - MUZAFFARPUR,"JURAN CHHAPRA, ROAD NO. 4", MUZAFFARPUR, 842001, BIHAR, Other, [0621]2214178
534,RAJ RETINA AND EYE CARE CENTRE-PATNA-BIHAR,"ROAD NO , 8 H NO-25,PATEL NAGAR", PATNA, 800023, BIHAR, PPN, [612]2283256
535,I CARE EYE HOSPITAL & RESEARCH CENTRE - PATNA - BIHAR,"BHAGWAT NAGAR, NAYA TOLA, KUMHRAR", PATNA, 800026, BIHAR, PPN, [612]3210741
536,PUSHPANJALI MULTISPECIALITY HOSPITAL PVT LTD,"BHAGWAT NAGAR, 90 FEET ROAD, NEAR BHAGWAT MILAN MANDIR, KUMHRAR, PATNA - 800026", PATNA, 800026, BIHAR, PPN, [612]9523097830
537,SHRI SAI HOSPITAL(A UNIT OF AKHILESH KUMAR SINGH HOSPITAL PVT LTD) - PATNA,"WEST OF RAJENDRA NAGAR, DS/2,BEHIND GEOLOGICAL SURVEY OF INDIA", PATNA, 800020, BIHAR, Other, [0612]2360236
538,Medica Magadh Hospital-PATNA,"Road No. 2-B, Rajendra Nagar", PATNA, 800016, BIHAR, Other, [612]2691500/2691515
539,CURIS HOSPITAL-PATNA,"R.k puram more,near saguna more, danapur khagaul road patna", PATNA, 801503, BIHAR, PPN, []7369944144
540,KESHAV HOSPITAL PRIVATE LIMITED - PATNA,"SAGUNA MORE NEW BAILEY ROAD,DANAPUR", PATNA, 801503, BIHAR, PPN, [612]8210699968/8651784082
541,HI TECH EMERGENCY HOSPITAL-PATNA,"SAGUNA MORE, KHAGAUL ROAD DANAPUR", PATNA, 801503, BIHAR, PPN, [612]8651784082/9835064677
542,AADVIK HOSPITAL PVT LTD - PATNA,OPP CENTREL REVENUE COLONY RAM NAGRI MORE, PATNA, 800025, BIHAR, PPN, [612]2580090/7360009170
543,SATYAM HOSPITAL (AUNIT OF SATYAM NURSING HOME & RESEARCH CENTRE PVT.LTD) - PATNA,"Braham Sthan, Sheikh Pura, Bailey Road,", PATNA, 800014, BIHAR, PPN, [0612]2295668
544,KAUSHALYA EYE RESEARCH INSTITUTE - BHAGALPUR,"KATHALBARI,SUKHRAJ RAY ROAD,BHAGALPUR", BHAGALPUR, 812001, BIHAR, PPN, [0641-24007]PRADEEP KUMAR 9931630129
545,JAGDISH MEMORIAL HOSPITAL( A Unit of Jagdish Memorial Hospital ),"BEHIND GEOLOGICAL SURVEY OF INDIA , LOHIA NAGAR", PATNA, 800020, BIHAR, Other, [0612 ]6560001
546,R N SUPERSPECILITY HOSP AND RESEARCH CENTRE,BEHIND SHIV MANDIR BAILERY ROAD PATNA, PATNA, 800014, BIHAR, Other, [0612]2590111
547,OM EYE CLINIC & PHACO CENTRE - PATNA,"B-150, HOUSING COLONY,", PATNA, 800020, BIHAR, Other, [0612 ]2347317
548,NETRA NIDAN EYE HOSPITAL & RESEARCH CENTRE,"SACHIVALAY COLONY, KANKARBAGH", PATNA, 800020, BIHAR, PPN, [0612]3221711
549,SEVAYAN MEDICAL AND RESEARCH CENTRE - MUNGER,"Dr. B. G. Bose Lane , Seva Colony,", MUNGER, 811201, BIHAR, Other, [06344]220879
550,SHYAM HOSPITAL (A UNIT OF SAM HEALTH CARE & NURSING HOME PVT. LTD.),"9O FEET ROAD KAILASH PURI, MALHAI PAKRI( OPP. ISHAN INTRNATIONAL SCHOOL)", PATNA, 800020, BIHAR, PPN, [612]7677090429
551,EDEN SUPER SPECIALTY HOSPITAL - CHANDIGARH,"PLOT NO 115, PHASE 1, INDUSTRIAL AREA 1", CHANDIGARH, 160002, CHANDIGARH, PPN, [172]4123456
552,NEERAJ EYE HOSPITAL ( A UNIT OF NEERAJ EYE HOSPITAL PVT. LTD),"SCO 226, SECTOR 36D", CHANDIGARH, 160036, CHANDIGARH, PPN, [172]0172-5078320
553,LANDMARK HOSPITAL - CHANDIGARH,"HOSPITAL SITE NO.: 1 & 2, SECTOR 33C", CHANDIGARH, 160020, CHANDIGARH, PPN, [172]4027000
554,DABUR DHANWANTRY HOSPITAL - CHANDIGARH,"SECTOR 46,", CHANDIGARH, 160047, CHANDIGARH, PPN, [172]5046000
555,KARE PARTNERS HEART CENTRE ( A UNIT OF KARE PARTNERS GROUP INDIA PVT LTD)-CHANDIGARH,# 3314 NEAR GURUDWARA SAHIB SECTOR 19-D CHANDIGARH, CHANDIGARH, 160019, CHANDIGARH, PPN, [172]5170517
556,CHAITANYA HOSPITAL - CHANDIGARH,Site No 1 and 2 Sector 44/C Chandigarh, CHANDIGARH, 160047, CHANDIGARH, Other, [172]5088088
557,ARTHROSCOPY AND SPINAL ENDOSCOPY CENTRE - Chandigarh,"Sco 66, Sector 20 C, Tribune Road", CHANDIGARH, 160020, CHANDIGARH, Other, [0172]25017796-97
558,MUKAT HOSPITAL + HEART INSTITUTE (A UNIT OF CITY CLINIC PVT. LTD.) - Chandigarh,"Sco 47 - 49, Sector 34 - A", CHANDIGARH, 160022, CHANDIGARH, Other, [0172]4344444
559,GROVER EYE LASER AND E. N. T HOSPITAL - Chandigarh,"140, Sector 35 - A,", CHANDIGARH, 160022, CHANDIGARH, Other, [0172]2603323 / 2660040 / 2666726 / 09814100230
560,BEDI HOSPITAL-CHANDIGARH,"#182, SEC-33 A,", CHANDIGARH, 160020, CHANDIGARH, PPN, [0172]2668111/2668222
561,DOGRA NURSING HOME AND ENDOSCOPIC CENTRE - Chandigarh,"# 8, 19a", CHANDIGARH, 160019, CHANDIGARH, Other, [0172]2723225 / 2783586 / 09876094947
562,ABHILASHA HOSPITAL - Chandigarh,201/35-A, CHANDIGARH, 160035, CHANDIGARH, Other, [0172]2606557 / 3096523
563,MUKAT HOSPITAL + HEART INSTITUTE (A UNIT OF CITY CLINIC PVT. LTD.) - Chandigarh,"Sco 47 - 49, Sector 34 - A", CHANDIGARH, 160022, CHANDIGARH, Other, [0172]4344444
564,BEDI HOSPITAL-CHANDIGARH,"#182, SEC-33 A,", CHANDIGARH, 160020, CHANDIGARH, PPN, [0172]2668111/2668222
565,ABHILASHA HOSPITAL - Chandigarh,201/35-A, CHANDIGARH, 160035, CHANDIGARH, Other, [0172]2606557 / 3096523
566,GREWAL EYE INSTITUTE PVT. LTD. - Chandigarh,"SCO 168-169, SECTOR - 9C, MADHYA MARG, CHANDIGARH", CHANDIGARH, 160009, CHANDIGARH, Other, [0172]5056969
567,COSMO HOSPITAL - MOHALI,"PHASE-8,SECTOR-62,NEAR DUSHEHRA GROUND,", CHANDIGARH, 160062, CHANDIGARH, Other, [0172]3936100
568,DR ASHOK SHARMA'S CORNEA CENTRE-CHANDIGARH,"SCO 2463-64, IInd FLOOR, SECTOR 22C, CHANDIGARH", CHANDIGARH, 160022, CHANDIGARH, PPN, [172]5005982
569,M/S HEALING HOSPITAL AND INSTITUTE OF PARAMEDICAL SCIENCES - CHANDIGARH,"Sco- 18-19, Sector 34 - A", CHANDIGARH, 160022, CHANDIGARH, Other, [0172]5088883 / 2667903 / 2667897
570,LASER EYE CLINIC - CHANDIGARH,"S.C.O, 833-34, SECTOR 22 A", CHANDIGARH, 160022, CHANDIGARH, PPN, [0172]2720965
571,Cloudnine Hospital - Chandigarh,"Plot No. 48, Industrial area-2, Near Tribune Chowk,Chandigarh - 160002", CHANDIGARH, 160002, CHANDIGARH, Other, [172]4900900
572,CHD CITY HOSPITAL LLP - CHANDIGARH,"SCO -10-11,1st & 2nd Floor,Sector 8 C,Above Apollo Clinic, Chandigarh - 160017", CHANDIGARH, 160017, CHANDIGARH, PPN, [172]4006061
573,ARV ORTHOPAEDIC HOSPITAL (A UNIT OF ARV HEALTCARE PVT. LTD) - CHANDIGARH,"# 2125, SECTOR - 21- C, CHANDIGARH - 160022", CHANDIGARH, 160022, CHANDIGARH, PPN, [172]2711978
574,KALDA COSMETIC SURGERY INSTITUTE & BURN CENTRE - RAIPUR,OPPOSITE RKC MAINGATE G.E.ROAD, RAIPUR, 492001, CHHATTISGARH, PPN, [771]2254040-2259800
575,NEW KORBA HOSPITAL - KORBA,"MANGALAM VIHAR,KOSABADI", KORBA, 495677, CHHATTISGARH, PPN," [7759]222500, 222501, 222502"
576,SAI BABA EYE HOSPITAL - RAIPUR,"FAFADIH CHOWK, NEAR TO CHHOTI LINE RAIL CROSSING", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4037979
577,B M SHAH & MEDICAL RESEARCH CENTRE - BHILAI,"CONTRACTOR COLONY, SHASTRI NAGAR, SUPELA", BHILAI, 490023, CHHATTISGARH, PPN, [0]7773077711
578,SRIMAA SARADA AROGYADHAM - RAIPUR,"AGRASEN NAGAR OPP. D D U NAGAR POLICE STATION,", RAIPUR, 492013, CHHATTISGARH, PPN, [771]66660667
579,APOLLO HOSPITALS - BILASPUR - Bilaspur,Lingiadih Village, BILASPUR, 495006, CHHATTISGARH, Other, [07752]248300 - 07
580,LUTHRA VISION CARE AND RESEARCH CENTRE LLP - Bilaspur,Nehru Nagar Road, BILASPUR, 495001, CHHATTISGARH, Other, [07752]400965 / 226297 / 09893246331
581,SHRI BALAJI SUPERSPECIALITY HOSPITAL - Raipur,"Ekta Chowk, Dubey Colony, Mova", RAIPUR, 492010, CHHATTISGARH, PPN, [0771]4241001/4241002
582,SAI BABA NURSING HOME - RAIPUR,"OPP.VIJETA COMPLEX,NEW RAJENDRA NAGAR RAIPUR", RAIPUR, 492006, CHHATTISGARH, PPN, [0771]4017979
583,NARAYANA HRUDAYALAYA MMI HOSPITAL (Managed by Narayana Hrudayalaya Pvt Ltd - Bangalore) - RAIPUR,"DHAMTARI ROAD, LALPUR", RAIPUR, 492001, CHHATTISGARH, Other, [0771]2419001
584,SHREE MEDISHINE HOSPITAL - RAIPUR,NEW RAJENDRA NAGAR AMLIDIH, RAIPUR, 492015, CHHATTISGARH, Other, [0771]4222999
585,SHRI KRISHNA HOSPITAL - RAIPUR,"MAIN ROAD,NEW RAJENDRA NAGAR, GOVIND SARANG PARISHAR", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4022233
586,MP NURSING HOME AND RESEARCH CENTRE - Durg,"Opp. Tarun Talkies, Station Road", DURG, 491001, CHHATTISGARH, PPN, [0788]2324910
587,LUTHRA VISION CARE AND RESEARCH CENTRE LLP - Bilaspur,Nehru Nagar Road, BILASPUR, 495001, CHHATTISGARH, Other, [07752]400965 / 226297 / 09893246331
588,RAMKRISHNA CARE HOSPITAL (THE INSTITUTE OF MEDICAL SCIENCES) AGRAWAL HOSPITAL- Raipur,"Aurobindo Enclave, Pachpedi Naka, Dhamtari Road Nh - 43", RAIPUR, 492001, CHHATTISGARH, Other, [0771]3003300/01/02
589,SPARSH MULTISPECIALTY HOSPITAL - BHILAI,"SHRI RAM MARKET, SIRSA ROAD, RAM NAGAR", BHILAI, 490023, CHHATTISGARH, Other," [788]4252222, 4052040"
590,SHRI BALAJI SUPERSPECIALITY HOSPITAL - Raipur,"Ekta Chowk, Dubey Colony, Mova", RAIPUR, 492010, CHHATTISGARH, PPN, [0771]4241001/4241002
591,SAI BABA NURSING HOME - RAIPUR,"OPP.VIJETA COMPLEX,NEW RAJENDRA NAGAR RAIPUR", RAIPUR, 492006, CHHATTISGARH, PPN, [0771]4017979
592,MITTAL INSTITUTE OF MEDICAL SCIENCES,"IN FRONT OF HOLY CROSS(KAPA)SCHOOL, AVANTI BAI CHOWK", RAIPUR, 492001, CHHATTISGARH, PPN, [0771]4014442/4094443
593,KIMS SUPER SPECIALITY HOSPITAL - BILASPUR,NEAR AGRASEN CHOWK, BILASPUR, 495001, CHHATTISGARH, Other, [07752]221755
594,Aarbee Institute of Medical Sciences ( A Unit of Bilasa Medicals Pvt. Ltd.)-Bilaspur-Chhattisgarh,"Swarnajayanti Nagar, Ring Road No- 02 Bilaspur (CG)", BILASPUR, 495001, CHHATTISGARH, PPN," [7752]400900 , 413599"
595,LT CHANDADEVI TIWARI HOSPITAL - BALODABAZAR,NEAR CITY KOTWALI BHATAPARA ROAD, RAIPUR, 493332, CHHATTISGARH, PPN, [7727]9826742513
596,APEX SUPER SPECIALITY HOSPITAL & IVF CENTRE - RAIGARH,"ATAL CHOWK , CHHATAMUDA BYPASS ROAD, RAIGARH ,CHHATTISGARH", RAIGARH, 496001, CHHATTISGARH, PPN," [7762]233051, 233061"
597,Dr.R.L. Hospital -Ambicapur-Raigarh- Chhattisgarh,"Goushala Road, Opp. Police Petrol Pump, Raigarh, Chhattisgarh", RAIGARH, 496001, CHHATTISGARH, PPN, [7762]231400
598,NARAYANA HRUDAYALAYA MMI HOSPITAL (Managed by Narayana Hrudayalaya Pvt Ltd - Bangalore) - RAIPUR,"DHAMTARI ROAD, LALPUR", RAIPUR, 492001, CHHATTISGARH, Other, [0771]2419001
599,SHREE MEDISHINE HOSPITAL - RAIPUR,NEW RAJENDRA NAGAR AMLIDIH, RAIPUR, 492015, CHHATTISGARH, Other, [0771]4222999
600,SHRIRAM CARE HOSPITAL - BILASPUR,AMERI ROAD NEHRU NAGAR BILASPUR, BILASPUR, 495001, CHHATTISGARH, Other, [07752]271111
601,SANKALP EYE HOSPITAL-BILASPUR,"SHRIKANT VERMA MARG, RAMA MAGNATO MALL ROAD, VAISHALI NAGAR, BILASPUR (C.G.)", BILASPUR, 495001, CHHATTISGARH, PPN," [7752]422654,424271"
602,Kanha childrens hospital - Raipur,"Savitri devi complex,V.I.P. estate,opp.Ashoka ratan,khamardih,Raipur", RAIPUR, 492007, CHHATTISGARH, Other, [771]4223450
603,SPINE AND SKIN CENTRE-ANUPAM NAGAR - RAIPUR,"H21, BESIDE TV TOWER, SHANKAR NAGAR MAIN ROAD", RAIPUR, 492007, CHHATTISGARH, PPN, [680]4901788
604,RAIGARH METROCARE HOSPITALS - RAIGARH,"NEAR PAHAD MANDIR ROAD,KOUHAKUNDA, PAHAD MANDIR", RAIGARH, 496001, CHHATTISGARH, PPN, [7762]220222666
605,CARE N CURE MULTISPECIALITY HOSPITAL - BILASPUR,"OLD PRATAP TALKIES,PRATAP CHOWK,NEAR METRO STUDIO,", BILASPUR, 495001, CHHATTISGARH, PPN, [7752]400036
606,SANJIVANI HOSPITAL & RESEARCH CENTRE - BILASPUR,"WARE HOUSE ROAD,COLLECTORATE, NEHRU CHOWK", BILASPUR, 495001, CHHATTISGARH, Other, [7752]231222
607,ASG HOSPITAL PVT. LTD - RAIPUR,"MADAN COMPLEX, SHAKTI NAGAR ROAD, SHANKAR NAGAR,", RAIPUR, 492001, CHHATTISGARH, PPN," [771]2425970, 2425971"
608,SHRI SHISHU BHAWAN HOSPITAL - BILASPUR,"IDGAH ROAD BILASPUR C.G,NEAR MADHYA NAGARI CHOWK BILASPUR C.G,", BILASPUR, 495001, CHHATTISGARH, PPN, [07752]651201
609,WE CARE SUPERSPECIALITY HOSPITAL-RAIPUR,"GTB PLAZA,BESIDE TELIBANDHAN RLWY.STN", RAIPUR, 492006, CHHATTISGARH, PPN," [771]4024901,9109178901"
610,CARE N CURE MULTISPECIALITY HOSPITAL - BILASPUR,"OLD PRATAP TALKIES,PRATAP CHOWK,NEAR METRO STUDIO,", BILASPUR, 495001, CHHATTISGARH, PPN, [7752]400036
611,SANJIVANI HOSPITAL & RESEARCH CENTRE - BILASPUR,"WARE HOUSE ROAD,COLLECTORATE, NEHRU CHOWK", BILASPUR, 495001, CHHATTISGARH, Other, [7752]231222
612,ASG HOSPITAL PVT. LTD - RAIPUR,"MADAN COMPLEX, SHAKTI NAGAR ROAD, SHANKAR NAGAR,", RAIPUR, 492001, CHHATTISGARH, PPN," [771]2425970, 2425971"
613,SHRI SHISHU BHAWAN HOSPITAL - BILASPUR,"IDGAH ROAD BILASPUR C.G,NEAR MADHYA NAGARI CHOWK BILASPUR C.G,", BILASPUR, 495001, CHHATTISGARH, PPN, [07752]651201
614,WE CARE SUPERSPECIALITY HOSPITAL-RAIPUR,"GTB PLAZA,BESIDE TELIBANDHAN RLWY.STN", RAIPUR, 492006, CHHATTISGARH, PPN," [771]4024901,9109178901"
615,GUPTA HOSPITAL - DHAMTARI,"DAKBANGALA WARD, RATNHA BANDHA ROAD", DHAMTARI, 493773, CHHATTISGARH, PPN, [7722]237361
616,VY HOSPITAL - RAIPUR,ADJACENT TO KAMAL VIHRA SECTOR-12 NEAR KPS SCHOOL RAIPUR, RAIPUR, 492001, CHHATTISGARH, PPN, [771]6622222
617,SHRI BALAJI TRAUMA & SUPER SPECIALITY HOSPITAL - KORBA,DISTRICT HOSPITAL PARISAR, KORBA, 495677, CHHATTISGARH, PPN," [7759]227400, 227500, 227600"
618,BANTHIA HOSPITAL - RAIPUR,"RAJA TALAB ROAD,", RAIPUR, 492001, CHHATTISGARH, PPN, [771]2425009
619,PRATHAM HOSPITAL-BILASPUR,"NEAR SARKANDA POLICE STATION, BAHATARAI ROAD", BILASPUR, 495006, CHHATTISGARH, PPN, [7752]652000
620,SHRI KRISHNA NETRALAYA - BILASPUR,NEAR CMD COLLEGE GROUND, BILASPUR, 495001, CHHATTISGARH, PPN," [7752]07752-645093,222335,8966001118,8966001117,8966001114"
621,SHRI KRISHNA HOSPITAL - RAIPUR,"MAIN ROAD,NEW RAJENDRA NAGAR, GOVIND SARANG PARISHAR", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4022233
622,SHRI RAM HOSPITAL - RAIPUR,"DAGANIYA MAIN ROAD,", RAIPUR, 492013, CHHATTISGARH, PPN, [771]4032618
623,MUNDRA HOSPITAL - BILASPUR,"GANGA NAGAR SECTOR II MANGLA CHOWK,ST. VINCENT PALLOTI HR. SC. SCHOOL,", BILASPUR, 495001, CHHATTISGARH, PPN, [7752]434322 / 656544
624,CHANDRAYAN HEALTH CARE - KAWARDHA,"RAIPUR ROAD, KAWARDHA", KAWARDHA, 491995, CHHATTISGARH, PPN, [7741]9004368072
625,JUNEJA SUPERSPECAILITY EYE HOSPITAL - BILASPUR,"3rd floor , above apollo city city centre , cmd square , Bilaspur, Chhattisgarh - 495001", BILASPUR, 495001, CHHATTISGARH, PPN, [7752]7898326155
626,Bal Gopal Children hospital (Unit of Bhattar Hospital Pvt. Ltd.) - Raipur,"Opposite Ashirwad Bhawan, Near Mahila Thana, Byron Bazar, Raipur, Chhattisgarh - 492001", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4225600
627,SKY HOSPITAL - BILASPUR,"NEAR VASANT VIHAR CHOWK, SEEPAT ROAD, SARKANDA, BILASPUR, CHHATTISGARH - 495001", BILASPUR, 495001, CHHATTISGARH, PPN, [7752]471368
628,Anant Sai Hospital - Raipur,"Beside Hotel Kingsway, Nr Airtel Office, ring Road No.1, Telibandha, Raipur, Chhattisgarh - 492001", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4982222
629,Revival Medical Center - Bhilai,G E Road Near Mourya Talkies Supela Bhilai, BHILAI, 490023, CHHATTISGARH, PPN, [788]0788-4018179
630,DANI EYE HOSPITAL - KORBA,HIG-24 M.P.NAGAR KORBA, KORBA, 495677, CHHATTISGARH, PPN, [7759]9406355123
631,VAGUS HOSPITAL - BILASPUR,near old bus stand imlipara bilaspur, BILASPUR, 495001, CHHATTISGARH, PPN, []7752
632,MARK AROGYAM LLP - BILASPUR,"Near Geeta Palace,Kapil Nagar To Chantidih Road, Sarkanda, Bilaspur, Chhattisgarh - 495006", BILASPUR, 495006, CHHATTISGARH, PPN, [7752]796230
633,Hi Tek Superspeciality Hospital Pvt.Ltd. - Bhilai,"Junwani road ,Near Surya Ti mall,Smriti Nagar,Bhilai, Chhattisgarh - 490020 Junwani road", BHILAI, 490020, CHHATTISGARH, PPN, [788]4056666
634,SHRI SHANKARACHARYA INSTITUTE OF MEDICAL SCIENCES - BHILAI,"JUNWANI , SMRITI NAGAR, WARD - 1, DISTT - DURG, OPPOSITE OF SHRI SHANKARACHARYA ENGINEERING COLLEGE", BHILAI, 490020, CHHATTISGARH, PPN, [788]4088855
635,IMI MULTISPECIALITY HOSPITAL - BHILAI,"G. E. ROAD,SHIVAJI NAGAR, NEW KHURSIPAR BHILAI, BEHIND NAGAR NIGAM, NEAR VISHWAKARMA MANDIR, BHILAI", BHILAI, 490011, CHHATTISGARH, PPN, [788]7470352102
636,SMC HEART INSTITUTE AND IVF RESEARCH CENTRE - RAIPUR,"IN FRONT OF BSNL OFFICE, VIP ESTATE, VIDHAN SABHA ROAD, KAMARDIH, SHANKAR NAGAR, NEAR ASHOK RATAN", RAIPUR, 492007, CHHATTISGARH, PPN, [771]2285999
637,BILASPUR HOSPITAL - BILASPUR,NEAR DUA PETROL PUMP MANGLA BILASPUR, BILASPUR, 495001, CHHATTISGARH, PPN, [7752]9826364400
638,BALCO MEDICAL CENTRE - RAIPUR,"SECTOR 36, UPARWARA, ATAL NAGAR, NAYA RAIPUR, NEAR IIIT CAMPUS, RAIPUR, CHATTISHGARH - 493661", RAIPUR, 493661, CHHATTISGARH, PPN, [771]2237575
639,HORIZON HOSPITAL - RAIPUR,"83 JAL VIHAR COLONY, BEHIND MARINE DRIVE, RAIPUR, CHHATTISGARH - 492001", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4057555
640,SHIV SHAKTI HOSPITAL - BILASPUR,"AMERI ROAD, GAURAVPATH, ST. FRANCIS SCHOOL, BILASPUR, CHHATTISGARH - 495001", BILASPUR, 495001, CHHATTISGARH, PPN," [7752]411224, 271907"
641,BHIMSERIA EYE AND MATERNITY CENTRE - RAIPUR,"VIDHAN SABHA ROAD, AMASIWNAI, SADDU, BESIDE SAPPHIRE GREEN SOCIETY, RAIPUR, CHHATTISGARH - 492001", RAIPUR, 492001, CHHATTISGARH, PPN, [771]8962293837
642,Mahadev Hospital - Bilaspur,"Mahima Complex, vyapar vihar road", BILASPUR, 495001, CHHATTISGARH, PPN, [7752]415285
643,SONI MULTI SPECIALITY HOSPITAL & MATERNITY HOME - ABHANPUR (RAIPUR),"BADE URLA, RIAPUR ROAD, ABHANPUR, CHHATIISGHARH - 493661", RAIPUR, 493661, CHHATTISGARH, PPN, [7701]9111677722 7974616286 9827189120
644,RAJPRIYA HOSPITAL - RAIGARH,"NEAR KALINDI KUNJ, KABIR CHOWK, CHHATAMURA ROAD, RAIGARH, CHHATISHGARH - 496001", RAIGARH, 496001, CHHATTISGARH, PPN, [7762]9155821402
645,SUNSHINE MULTISPECIALITY HOSPITAL - BHILAI,"PLOT NO.- 23/4, NORTH VASUNDHARA NAGAR, BHILAI-3 CHARODA", BHILAI, 490025, CHHATTISGARH, PPN, [0]7772988111
646,JMJ MORNING STAR HOSPITAL - RAIGARH,"PAHAD MANDIR ROAD, LOCHAN NAGAR, RAIGARH", RAIGARH, 496001, CHHATTISGARH, PPN, [7762]223097
647,Fortis O P Jindal Hospital and Research Centre - Raigarh,"PatraPali, Near JSPL Plant, Kharsia Road, Raigarh, Chatissgarh (492001)", RAIGARH, 492001, CHHATTISGARH, PPN, [7762]227033/34
648,MITTAL BHILAI HOSPITAL - DURG,"NEAR SURYA MALL, JUNWANI ROAD, SMRITI NAGAR, NEAR TREASURE ISLAND, DURG, CHHATTISGARH - 490020", DURG, 490020, CHHATTISGARH, PPN, [788]224094443
649,Apex Eye Hospital & Retina Centre - Durg,"Beside Swaroop Talkies, Station Road, Gurunanak Nagar, Opposite Arihant Restaurant, Durg", DURG, 491001, CHHATTISGARH, PPN, [788]4015008
650,SHREYANSH MULTISPECIALITY HOSPITAL - RAIPUR,"MAIN ROAD, AVANTI VIHAR, RAIPUR, CHHATTISGARH - 492001", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4022265
651,Agarwal Nursing Home Multispecialty Hospital - Basna,"OPP. GOVERNMENT HOSPITAL, MAIN ROAD, NEAR BUS STAND, BASNA, CHHATTISGARH - 493554", BASNA, 493554, CHHATTISGARH, PPN," [7724]7770868473, 846181100"
652,STAR CHILDREN HOSPITAL LLP - BILASPUR,"AGARSEN CHOWK, MAGARPARA, BILASPUR, CHHATISGARH - 495001", BILASPUR, 495001, CHHATTISGARH, PPN, [7752]07752470170
653,PULSE HOSPITAL - BHILAI,"2/4 Nehru Nagar, G.E Road, NEAR gurudwara, Bhilai, Chattishgarh - 490020", BHILAI, 490020, CHHATTISGARH, PPN, [788]4014141
654,VINAYAK NETRALAY - RAIPUR,"devendra nagar road,", RAIPUR, 492001, CHHATTISGARH, Other, [0771]09977018984
655,Shri Sai Netralaya - Bhilai,"Shop No 26, Railway Line, Vyavsaik Parisar, Akash Ganga, Supela, Bhilai (C.G.) - 490023", BHILAI, 490023, CHHATTISGARH, PPN, [788]9098532851
656,PETALS NEWBORN & CHILDREN HOSPITAL - RAIPUR,"BHEEMSEN BHAWAN MARG, SAMTA COLONY, RAIPUR, CHHATTISGARH - 492001", RAIPUR, 492001, CHHATTISGARH, PPN, [771]4917721
657,OM NETRA KENDRA & LASER VISION - RAIPUR,"C-108/2, TAGORE NAGAR, NEAR BANK OF BARODA, RAIPUR, CHHATTISGARH - 492001", RAIPUR, 492001, CHHATTISGARH, PPN," [771]0771-3510699, 3510700"
658,NIRVANA HOSPITAL - NEW DELHI,"C-1/10,SECTOR15, ROHINI,OPP. BANK OF BARODA,", NEW DELHI, 110089, DELHI, PPN," [11]011-49055089, 9582863704"
659,SHISHU SADAN MULTISPECILITY CHILDRENS HOSPITAL - NEW DELHI,"A1/169A,METRO PILLAR NO 616, JANAK PURI, METRO PILLAR NO 616, NEAR HYUNDAI SHOWROOM", NEW DELHI, 110058, DELHI, PPN, [11]41060610-7(8 LINES)
660,DELHI EYE CENTRE-DELHI,"C-120, NEW RAJINDER NAGAR", NEW DELHI, 110060, DELHI, PPN, [011 ]28741412
